Latitude,Longitude,Titulo
-11.8632379,-55.5153428,Distribuidora De Alimentos Monterrey Eireli Me
-14.6411209,-57.4555445,Disbev Distribuidora Ambev
-14.6593263,-57.466546,GB Distribuidora de bebidas
-15.559566,-56.0385442,DISTRIBUIDORA POTÊNCIA MERCEARIA LANCHES E EVENTOS CUIABA MT CPA
-13.5359757,-58.8276423,Distribuidora De Bebidas Dois irmãos
-15.6622789,-56.1717283,Mercearia e Distribuidora do Baiano
-15.564661,-56.0325117,Mercearia e Distribuidora Aurora da Serra
-15.4475502,-58.7370707,Eldorado Distribuidora de Alimentos
-19.7784885,-44.0788614,Mult Distribuidora
-15.6635084,-56.1335099,CETAP Distribuidora de Produtos Alimenticios
-15.6430589,-56.1996333,Gama Distribuidora
-15.6072416,-56.0690926,MIDAS DISTRIBUIDORA DE COSMÉTICOS E ALIMENTOS
-15.6228438,-56.0913904,Agape Distribuidora de Alimentos
-15.6283731,-56.0656111,Mato Grosso Distribuidora de Alimentos
-15.6317039,-56.046166,Disnorte Ágil Distribuidora de Alimentos
-14.4630256,-56.8422538,Distribuidora de Refrigerantes Marajá
-14.6121846,-57.4854818,Distribuidora Miranda Beer
-7.5465794,-72.5845667,Bar e distribuidora Marques
-7.0498437,-71.6900627,DISTRIBUIDORA DO SOM
-7.6214025,-72.6875881,Distribuidora Rafael
-14.496879,-57.0053617,ES GÁS e Distribuidora
-14.4605447,-56.8460271,Zero Grau Distribuidora
-13.4451006,-56.7152694,Mercearia e distribuidora M.E.G.A
-14.6011084,-57.4924856,Distribuidora do Alemão
-14.635486,-57.4949483,Dydyo Vilela Distribuidora
-14.6308979,-57.48598,RE DISTRIBUIDORA DE ALIMENTOS
-14.7334734,-57.0419551,Distribuidora Atlas
-14.6102275,-57.4833676,DISTRIBUIDORA BRIATO
-14.6205435,-57.5076214,Guaporé Distribuidora de Produtos Alimentícios
-14.605665,-57.4933983,JK Distribuidora e Conveniência
-14.6093502,-57.4815484,Disconti Distribuidora de Bebidas
-13.4578205,-56.7249322,Mercado e distribuidora 24 Horas
-13.4534075,-56.7305461,Distribuidora de Bebidas Diamante Azul
-12.3168205,-38.8774571,MAM Distribuidora
-7.0489539,-71.6933819,Distribuidora do Tio D Carlos
-7.5981565,-72.6832696,Distribuidora de Bebidas Damasceno
-7.6182439,-72.7000458,Distribuidora JR
-7.6261546,-72.8799468,Distribuidora REIS
-7.0457058,-71.6910166,CONVENIÊNCIA E DISTRIBUIDORA M.R
-7.6362115,-72.6777886,DISTRIBUIDORA DO LORO - BEBIDAS
-7.6237413,-72.658972,DG DISTRIBUIDORA
-7.628704,-72.8770465,Distribuidora REIS
-7.6213641,-72.658675,empório bar e distribuidora
-7.6317404,-72.658505,Distribuidora de bebidas Jerônimo
-7.62959,-72.6637754,Distribuidora do Dete
-7.5976148,-72.6833964,DISTRIBUIDORA J.A
-7.61992,-72.6866809,Distribuidora RH
-7.6187725,-72.6876959,Distribuidora Araújo
-14.6369048,-57.4898103,Serra distribuidora de alimentos
-13.6498258,-57.9062429,Gr beer distribuidora
-13.6480288,-57.9100127,Beer Fest Distribuidora E Conveniência
-13.6525286,-57.9065948,Distribuidora Rangel
-13.6482335,-57.9026605,Estação espeto e distribuidora
-14.18383,-57.506576,Jm distribuidora
-13.6644448,-57.8807191,Zero Grau distribuidora - Conveniência
-13.6471195,-57.9167446,Santo Gole Distribuidora e Conveniência
-13.6549847,-57.8944775,Conveniência e Distribuidora Cadê o Gole ?
-7.0520581,-71.6948097,DISTRIBUIDORA M.R
-7.6193937,-72.6574698,Distribuidora 3 Irmãos
-13.6624204,-57.890702,Baiúca Distribuidora e Conveniência
-7.624037,-72.693016,Distribuidora PM Dias
-13.6596728,-57.9026478,Distribuidora e Conveniência Cade o Gole
-7.6371914,-72.6731127,PRODUTOS CRISTAL DISTRIBUIDORA
-7.6279816,-72.8782371,DISTRIBUIDORA REIS
-13.6411781,-57.914052,Famintos Lanchonete & Distribuidora
-7.6012784,-72.6638432,DISTRIBUIDORA RM CZS
-13.6440673,-57.9093997,Mercearia e Distribuidora jp
-13.6515884,-57.9112497,Estância Distribuidora e Conveniência
-7.5974737,-72.6834933,Distribuidora SM
-7.6260775,-72.6559098,JC Distribuidora Tia Eliza
-7.6364999,-72.6855948,Distribuidora Dantas
-7.6389532,-72.6770798,Distribuidora
-7.6028382,-72.6862438,G A DISTRIBUIDORA
-0.1306013,-67.0882499,Distribuidora Zé Carneiro
-0.1166695,-67.0893432,Distribuidora Sorvita
-9.6463413,-65.7341384,"Bar, comercial e distribuidora 5 irmãos"
-25.3890393,-49.2383016,VHR Distribuidora de Bebidas
-19.5667768,-46.9281033,Distribuidora de Alimentos Moreira Cesta Básica LTDA
-23.4636834,-46.8775103,A & C Comercial Distribuidora
-25.5524924,-49.2511239,D’MARCO Distribuidora de bebidas e conveniência
-26.7029937,-53.5154882,JP Distribuidora
-10.879806,-51.6415295,Distribuidora de bebidas Sena
-10.6505525,-51.5696666,Diskol Distribuidora e Conveniência
-10.6474651,-51.5644709,Distribuidora GOMES
-10.6424773,-51.5744665,Comercial e distribuidora J.A
-10.6486628,-51.5618948,Distribuidora de Bebidas Dois Irmãos
-10.6513161,-51.5724511,Distribuidora Zero Grau e Conveniência
-10.6445964,-51.5685198,Distribuidora e Caça e pesca Caçula
-10.6456022,-51.5549274,Distribuidora DG
-10.5371197,-51.8671994,Distribuidora de bebidas 2 irmãos
-10.6551908,-51.5679936,Distribuidora RR Mini Box
-29.9972173,-51.1995209,Dipam Gaúcha Distribuidora
-11.8412265,-55.4975243,Alvo Distribuidora
-11.0332072,-68.7343474,Distribuidora e Mercantil Felipão
-11.0248469,-68.7407766,Bocão distribuidora de bebidas
-10.8046255,-52.737823,Distribuidora gela guela
-11.8821639,-55.4970393,Mundo Novo Distribuidora de Frutas
-11.0078014,-68.7546295,Distribuidora De Bebidas Do Otávio
-10.6439155,-51.5607156,AC distribuidora
-10.8751041,-51.6338046,Distribuidora de Bebidas e Tabacaria Mil Grau
-11.8769629,-55.5059581,Santa Clara Distribuidora de Banana
-10.8042466,-52.7388347,DISTRIBUIDORA A PRAÇA É NOSSA
-10.8807541,-51.6366692,Distribuidora De Bebidas Zero Grau
-10.8837635,-51.6312916,Mota distribuidora
-10.9946582,-68.7506132,Distribuidora Disk Gela
-11.89657,-55.503254,Distribuidora de Alimentos Farinelli
-11.932123,-55.5133273,Distribuidora e Conveniência Cabral
-10.8797079,-51.6430103,Distribuidora JS
-15.5495332,-56.0539236,Mercado e Distribuidora Martins
-10.9954949,-68.7487621,Distribuidora VDL
-10.7837543,-51.9939319,Distribuidora de Bebidas Fragata
-11.0312753,-68.7364525,Distribuidora mariana
-14.6772792,-52.3555033,Gk distribuidora
-11.3070176,-56.2645748,Ice Beer Distribuidora De Bebidas
-10.8049288,-52.7385223,Zer0 Grau Distribuidora
-14.6598188,-52.3584661,Pinguim Distribuidora
-10.9940234,-68.7499859,Distribuidora alvorada
-11.3038004,-56.8154153,JH Distribuidora
-11.0025623,-68.7545752,Distribuidora de bebidas Gabriel
-10.8773385,-51.6297561,Distribuidora do Zeka
-11.3056486,-56.8232035,Vicenzo Distribuidora de Bebidas
-10.999271,-68.7542038,Distribuidora Jp
-10.9988109,-68.7518013,Distribuidora Rodrigues
-11.8576482,-55.5349972,Água Boa Distribuidora
-14.4429728,-54.0574839,DISTRIBUIDORA E CONVENIÊNCIA VITÓRIA
-11.0082391,-68.7547636,Distribuidora e sorveteria império
-11.84279,-55.480473,AGIL DISTRIBUIDORA DE ALIMENTOS
-13.5609665,-52.2598009,ROOSTIC DISTRIBUIDORA
-2.426923,-54.707779,Fricon Distribuidora
-2.4597698,-54.747,distribuidora imperial
-14.441302,-54.0521101,Distribuidora de Bebidas Concórdia
-11.9384751,-55.5160189,FOKUS SINOP distribuidora de alimentos / SIGMA PRODUTOS ALIMENTICIOS
-2.285414,-55.4746522,Distribuidora e Supermercado LG
-10.9954148,-68.7522709,Dino Rex Distribuidora
-11.833025,-55.4964336,Bransa Distribuidora De Alimentos ltda
-11.0283869,-68.7396646,HR Distribuidora Hungria
-2.449894,-54.7234208,Gonzaga Distribuidora
-11.6433277,-56.1426045,Esquinão Da Carne E Distribuidora De Bebidas
-2.8609358,-67.7708723,Distribuidora Kevin Kenedy
-14.4251067,-54.0543357,Altas Horas Distribuidora de Bebidas
-2.4207841,-54.7114719,Distribuidora Beija Flor
-13.1809711,-53.2544923,Texas Distribuidora
-2.753232,-66.7764448,Distribuidora B&C
-10.9382528,-69.5649512,"Ki Délicia SORVETERIA, PIZZARIA E DISTRIBUIDORA"
-13.1826278,-53.2559612,Gela Guela- Distribuidora de Bebidas
-10.9355886,-69.5657511,Juninho Distribuidora
-2.7549613,-66.7765321,Distribuidora Francine
-10.940504,-69.5643842,Açaíteria e distribuidora Muriury
-2.7446684,-66.7704673,Distribuidora CAIO
-14.4268795,-54.052897,Nutrifrigo Distribuidora
-2.7501644,-66.7716841,Distribuidora Beatriz
-13.827678,-53.169051,GABISA DISTRIBUIDORA DE BEBIDAS E ALIMENTOS EM GERAL
-22.5781374,-53.059909,Império Distribuidora
-22.5282236,-52.9452583,Ácqua Primavera - Distribuidora De Água Mineral
-22.3020018,-53.8280394,Distribuidora de Doces Loiola
-22.2545697,-53.3425654,DISTRIBUIDORA COCA COLA
-22.4171757,-54.231312,Distribuidora Munarim
-22.2553459,-53.337927,J R SCHMITT DISTRIBUIDORA DE FRUTAS LTDA
-23.0643516,-54.1920302,DISTRIBUIDORA DE ALIMENTOS NAVIRAÍ
-14.4095262,-51.31668,Distribuidora zamboni Cesta basica
-22.3181095,-53.8196334,HR Distribuidora
-9.7626612,-66.6149359,Distribuidora de Bebidas Evillyn
-9.7579091,-66.6153931,Distribuidora Biavatti
-9.2544001,-64.4042389,Distribuidora coimbra wp
-7.5147874,-63.033357,W P GONÇALVES ME ( MULT DISTRIBUIDORA DYDYO )
-7.5166996,-63.0294343,Mult Distribuidora & Logística
-7.262584,-64.7894705,Max frios distribuidora
-6.5373307,-64.3874962,Distribuidora Vieira
-5.6250293,-63.1890251,Distribuidora do Binho
-7.0437618,-37.2753741,COMERCIAL SELECTA DISTRIBUIDORA
-7.4688758,-37.2732152,Distribuidora Miguel
-6.7784579,-38.2363383,DSA - Distribuidora Sorriso de Alimentos
-6.7857131,-38.0808117,JJL Distribuidora
-7.037683,-37.3105091,Chambra Distribuidora PB
-7.0341426,-37.2818105,PATOENSE DISTRIBUIDORA DE CARNES E FRIOS
-10.004168,-67.8379468,Distribuidora Araújo
-9.9879867,-67.8337717,Mercadinho e Distribuidora Nascimento
-9.9667405,-67.8112862,Distribuidora ED+
-9.9495856,-67.8276661,Centro Norte Distribuidora Ltda
-9.9606003,-67.8360776,AJS DISTRIBUIDORA
-9.0689816,-68.6631845,TÔ AQUI Distribuidora e Conveniência
-8.1653529,-70.3416575,Aki tem Hortifruti & distribuidora
-8.8324403,-69.2670533,Distribuidora Murbanense
-8.8335011,-69.2666373,Distribuidora do Piqueno
-9.0639118,-68.6657583,Distribuidora JS
-7.0174757,-37.2820537,Pé-frios distribuidora de frios
-8.8329245,-69.262955,Distribuidora Zero Grau
-7.3762651,-37.193349,Distribuidora Miguel
-9.9064725,-56.0687943,Tavares Distribuidora de Bebidas (Coca-Cola)
-9.0690878,-68.6596867,Distribuidora Altas horas
-9.8863249,-56.0807175,Caapuã Distribuidora
-8.8379883,-69.2583982,Distribuidora Brothers
-10.8138634,-55.461462,Disbelider Distribuidora de Bebidas e Alimentos
-10.8484543,-55.1827016,KASBURG DISTRIBUIDORA E CONVENIÊNCIA
-9.0626832,-68.6607324,RC Distribuidora
-6.6572031,-51.9956035,Bodega Distribuidora Bar e Restaurante
-10.2480165,-54.9920239,DISTRIBUIDORA SONIC
-9.9518668,-54.8981885,Frio Fest distribuidora
-9.8526771,-56.0728651,Marim distribuidora
-6.6399525,-51.9728134,Distribuidora e Conveniência Mundial
-7.0246548,-37.2875363,NORDIL Distribuidora - Patos
-8.1719575,-70.3613589,Distribuidora RC
-8.8385373,-69.2588089,Distribuidora purus
-7.0269014,-37.2804167,LS Distribuidora de Cereais e Rações
-6.7515557,-38.2449324,DSG Distribuidora de Alimentos LTDA - Vó Ita Frios
-7.0353239,-37.310431,Ágil Distribuidora de Alimentos - CD Queiroz
-6.6623318,-69.8677163,DISTRIBUIDORA RAFAELY
-6.6634933,-69.8656366,Distribuidora e Variedades M&Aa
-6.6623558,-69.8673373,MERCEARIA E DISTRIBUIDORA FERNANDES
-7.0088964,-37.2797636,DISFRUT - Distribuidora de Alimentos
-6.6587882,-69.8672453,Distribuidora e Conveniência Fernandes
-7.6200568,-37.1511851,RD Distribuidora de alimentos e bebidas
-8.624295,-55.0557148,SUBZERO distribuidora de bebidas
-7.0365862,-55.4193798,Progresso Distribuidora de Alimentos e Bebidas
-17.569875,-52.535529,distribuidora o pai ta on
-17.5862631,-52.554087,Distribuidora Rodrigues.com
-10.241736,-48.3167508,Máxima Distribuidora Brasfrut
-16.4891945,-52.6938324,Distribuidora WL Mania
-17.5763316,-52.5576324,Distribuidora de Milho e Pamonharia Mineiros
-4.2692617,-55.9983843,Distribuidora Ávila
-13.185923,-60.8273133,Distribuidora Pegue E Pague
-12.7404377,-60.1241442,Distribuidora
-2.4411953,-54.7069184,Comercial Tapajós distribuidora de bebidas e alimentos
-12.7354685,-60.113281,Norte Distribuidora de Gás e Conveniência
-14.7795941,-57.2745451,Distribuidora copo cheio
-14.4085575,-56.4536028,Distribuidora De Bebidas Julimar
-14.6448326,-57.4770461,Oliveira Distribuidora de bebidas
-14.596011,-57.4971814,BPA Distribuidora e conveniência
-14.4659479,-56.8365789,S&A Mercado e Distribuidora
-14.6325117,-57.4924367,Distribuidora Pit-stop
-7.5845968,-72.750229,KING BEER DISTRIBUIDORA
-4.2558393,-56.0016555,Distribuidora SCHIN Itaituba
-4.2749627,-55.9929989,A. S. Distribuidora de bebidas
-4.2568614,-55.9991917,Distribuidora Agnis
-4.2614503,-55.9904271,Amazon Distribuidora
-14.6127346,-57.4879436,MK Conveniência e Distribuidora
